1.838000000000000000e+03,4.146670655605000502e+04,2.000000000000000000e+00,6.817972029570001013e-04,1.900000000000000000e+01
1.839000000000000000e+03,4.106451751829999557e+04,2.000000000000000000e+00,6.751840629919998596e-04,1.900000000000000000e+01
1.840000000000000000e+03,4.063841780799998378e+04,2.000000000000000000e+00,6.681777630549996620e-04,1.900000000000000000e+01
1.841000000000000000e+03,4.039227335250000760e+04,2.000000000000000000e+00,6.641296469750001142e-04,1.900000000000000000e+01
1.842000000000000000e+03,4.059123356150000473e+04,2.000000000000000000e+00,6.674021176900000974e-04,1.900000000000000000e+01
1.843000000000000000e+03,4.081753652799999691e+04,2.000000000000000000e+00,6.711243402699999415e-04,1.900000000000000000e+01
1.844000000000000000e+03,4.105730467650000355e+04,2.000000000000000000e+00,6.750680376400000800e-04,1.900000000000000000e+01
1.845000000000000000e+03,4.160096942499999568e+04,2.000000000000000000e+00,6.840087460399999061e-04,1.900000000000000000e+01
1.846000000000000000e+03,4.198920491499998752e+04,2.000000000000000000e+00,6.903910344599997924e-04,1.900000000000000000e+01
1.847000000000000000e+03,4.240052987500000745e+04,2.000000000000000000e+00,6.971528957600001738e-04,1.900000000000000000e+01
1.848000000000000000e+03,4.245402392680001503e+04,2.000000000000000000e+00,6.980293712800002010e-04,1.900000000000000000e+01
1.849000000000000000e+03,4.274190448260001722e+04,2.000000000000000000e+00,7.027644594620002750e-04,1.900000000000000000e+01
1.850000000000000000e+03,4.227811858810000558e+04,2.000000000000000000e+00,6.951422055445000874e-04,1.900000000000000000e+01
1.851000000000000000e+03,4.124345379359999060e+04,2.000000000000000000e+00,6.781331289044997390e-04,1.900000000000000000e+01
1.852000000000000000e+03,4.017257613940000010e+04,2.000000000000000000e+00,6.605268088695000640e-04,1.900000000000000000e+01
1.853000000000000000e+03,3.939403467349997663e+04,2.000000000000000000e+00,6.477263424524996784e-04,1.900000000000000000e+01
1.854000000000000000e+03,3.870522981750001782e+04,2.000000000000000000e+00,6.363962980900002850e-04,1.900000000000000000e+01
